support_path,size_bytes,sha256
results/branching_corrected_20260717/generative_transition_aware_smoke/batch_seed3_event_log.csv,122417,6a570ec48c062fc27183b109a5a513c3a1ec7e7b6a8fc3b0999d48005ec9abd9
results/branching_corrected_20260717/generative_transition_aware_smoke/copy_manifest.json,9700,bf524faa17ae1fc5ae6c967bd234198930c6947e9f0e640b3a599df58918bfa6
results/branching_corrected_20260717/generative_transition_aware_smoke/fixed_vs_generative.md,471,105ab9e0d65880584f9400619fd0e2025099297e1710b285a4da82c861df652e
results/branching_corrected_20260717/generative_transition_aware_smoke/generative_config.json,1888,b698bae5086ad59eaa4e779d45a10580ce7191bc45e1c36dea8ab679ee5cad7b
results/branching_corrected_20260717/generative_transition_aware_smoke/generative_integration_smoke.json,15748,bfe872728d73531829f56cf16f0d07295e42bae7a64f9cc5deaaeb4b77529f4c
results/branching_corrected_20260717/generative_transition_aware_smoke/generative_method_diagnostics.csv,1178,a583c97915e95dbf245d8292d55bf49ca55c71a84bdeab95430009279953380b
results/branching_corrected_20260717/generative_transition_aware_smoke/generative_runs.csv,4251,8d54fc0584246794d00923c032e5c26e4e5ab4660a9e5957900f9b13b189953e
results/branching_corrected_20260717/generative_transition_aware_smoke/generative_summary.csv,684,e5f5e31c3874f3e6571f37f5c683621e0dffa233d8a380a34c1b0d9aa3c7da89
results/branching_corrected_20260717/generative_transition_aware_smoke/kunkler_seed1_event_log.csv,121027,4c8f586ab7e41aca49f603570ee901b241411ad4a895bbdcb755600cbf61444a
results/branching_corrected_20260717/generative_transition_aware_smoke/kunkler_seed2_event_log.csv,146768,e83cdb6f9f646416f5325e1ae137bb0c32125cd6308a84cc7c84aac456c5557e
results/branching_corrected_20260717/generative_transition_aware_smoke/kunkler_seed3_event_log.csv,113743,67873ff1511919b31a2f52d20f7e4d9ca3efbfaf441a68c2c961d6ce769a2c64
results/branching_corrected_20260717/generative_transition_aware_smoke/parksong_composite_seed1_event_log.csv,124899,73ab00540a8ad08ee78ae4340bd176eedf451ca2a791e0c3ebcf4b4ff14f1ba0
results/branching_corrected_20260717/generative_transition_aware_smoke/parksong_composite_seed2_event_log.csv,206722,8eec0225846e7ba1fec9b72e601ccce4727b8024103c5413ef8ed5992240c5da
results/branching_corrected_20260717/generative_transition_aware_smoke/parksong_composite_seed3_event_log.csv,138802,0e950c7905f2cde9dc96751ec3d60d7ba34544ae08a365bed68ca75e1ab5cb27
results/branching_corrected_20260717/generative_transition_aware_smoke/round_robin_seed1_event_log.csv,123668,4ae34467c01b7b07fe716e7f0135849ced4a479f7961ba8bdb4192dface3a638
results/branching_corrected_20260717/generative_transition_aware_smoke/round_robin_seed2_event_log.csv,171045,0e4e08b9e12aee22a63be9f7ab942886d9a311818d3de02affd73b4e57e36ada
results/branching_corrected_20260717/generative_transition_aware_smoke/round_robin_seed3_event_log.csv,111092,a6ea8036a786e4de093de35439d48c5ccfed7a94ba76a11745feb1249173c4d9
results/branching_corrected_20260717/generative_transition_aware_smoke/shortest_queue_seed1_event_log.csv,124575,3564994b9135c843b5c83cdb2e97c299e7e4529dc30b73f0945c0c984afb29f1
results/branching_corrected_20260717/generative_transition_aware_smoke/shortest_queue_seed2_event_log.csv,145065,8cd9cc1df54751d58b366e21eb1eb144d5b191a98a2ecb69e91418752e908804
results/branching_corrected_20260717/generative_transition_aware_smoke/shortest_queue_seed3_event_log.csv,125714,85a61b124e2eb9fd25c2946117bb2599658d1509dbef8410704a453cb046fe38
results/final_all_methods_20260715/README.md,332,7ee99e72eda556629360237511311f8a1662c8d67d3ea0c789a134d7faf030b6
results/final_all_methods_20260715/all_runs.csv,11772,7198cda7f107a367aeaf673af4608c9e0b24d8b57548fe4a6b31c7464dccd185
results/final_all_methods_20260715/comparison_table.md,1483,0a8552d82b0a0a9be56f3a58fe27ed274319e995b3d9b57f21fedc61535bba15
results/final_all_methods_20260715/experiment_configuration.json,2441,f3e04c331d239f0b6381efeb22434564f938bbc751dc694898bf3dfa84c9b71e
results/final_all_methods_20260715/final_report_material.md,3069,aa2fe9547a0f313dc7519db36c15193e420b01540d429738f325b0e91f3ea5d8
results/final_all_methods_20260715/fixed_replay/branching_diagnostics.csv,28212,06c2da2aae9043fc3efc976ed825512847b28103b25191784446e8779ba6366b
results/final_all_methods_20260715/fixed_replay/branching_metrics.csv,17743,33ab97497e19a0e1f5071948c8bd21108d60e4a616b8657b2f7c229965b3bf3b
results/final_all_methods_20260715/fixed_replay/branching_split_summary.json,313,929aa5a56b873dcb9d999230b65f4151f88382f34ac7f5e8ac0fe8bc70475a5b
results/final_all_methods_20260715/fixed_replay/final_aggregated_metrics.csv,14856,6bcc1130700254da71b593263ef7c3bea5b3b1acf24b2d1bc2d422ad965876f4
results/final_all_methods_20260715/fixed_replay/final_case_completion.csv,1252,bdef9476a9d4862fc8769a8447e830e38ee66364c65de00bbe70ccd86c5c7f1b
results/final_all_methods_20260715/fixed_replay/final_config.json,944,dabcf79ad69940d9f2bb8eca7444dc08ca89e56115ca06989e51498b793c1acb
results/final_all_methods_20260715/fixed_replay/final_evaluation_report.md,33032,bfb710b17ec80835fc12b2bbde0e7e8c0c37724f248494acf12c404efe24e5d1
results/final_all_methods_20260715/fixed_replay/final_method_inventory.csv,5338,6fe52d22cf671c482160f51c3b0e0dbab37137856d3bb9f7f2a4aa45e1a01b1b
results/final_all_methods_20260715/fixed_replay/final_paired_comparisons.csv,1910,162610a6c6f53a55d3a913ee4e1fb680ea97428e441b6608a3fdd3ee61f75d79
results/final_all_methods_20260715/fixed_replay/final_raw_metrics.csv,17752,899c62ee440c76c7df6d6b3ce60798694b07a924fff122e910e26f525c30dd24
results/final_all_methods_20260715/fixed_replay/final_report_table.csv,826,d32bddefd2ed9bed158d9274fb4ab383684c1d1199cdadc073d14f72b5a27353
results/final_all_methods_20260715/fixed_replay/final_resource_metrics.csv,2801,abdaf52af4dee58c7ceb6d15ef0da1ed2f4cb6c2b71edb900834f555c00375b8
results/final_all_methods_20260715/fixed_replay/final_run_config.json,944,dabcf79ad69940d9f2bb8eca7444dc08ca89e56115ca06989e51498b793c1acb
results/final_all_methods_20260715/fixed_replay/final_strategy_diagnostics.csv,28212,06c2da2aae9043fc3efc976ed825512847b28103b25191784446e8779ba6366b
results/final_all_methods_20260715/fixed_replay/final_workload_summary.json,7882,c5e3188e655e09fda94ab8219cb1bebb8cbb299d527463ad25c6da79c79190b4
results/final_all_methods_20260715/fixed_replay/fixed_route_workload_summary.json,7882,c5e3188e655e09fda94ab8219cb1bebb8cbb299d527463ad25c6da79c79190b4
results/final_all_methods_20260715/fixed_vs_generative.md,314,a9316581c7a5fd2a60d28f2ac81e02788cc4fbb25c733fa583418fdce7f97e0e
results/final_all_methods_20260715/generative/smoke/generative_integration_smoke.json,11984,c874a7cd90b572ed8c85b9a80434058c56cffec111d465bf3ed6fe77cea7ef1f
results/final_all_methods_20260715/generative_runs.csv,4781,4d14ba69ed55bbed143555c09800d235d796bb8c2ea651655d89e8cffb0f6254
results/final_all_methods_20260715/limitations.md,937,ef73ef8a1861936954a678a8f9d314e304f41be5069f746c8797a773dc70181c
results/final_all_methods_20260715/method_inventory.md,2738,a41d1d5f0586bd4b1ad468a69d3e55614962e7fb259c73c9887859b0545be739
results/final_all_methods_20260715/method_specific_metrics.csv,4265,17f46845d6c223a7d16e39a5b65fbe355093a02e3af005a04a4154c7b185627b
results/final_all_methods_20260715/method_summary.csv,14513,6c34d0bb97aa4b83f1f67a44fd3b54f4f882bbb5645fa03b6621fbf33e393dba
results/final_all_methods_20260715/reproducibility.md,2595,ad9fc3a79392bdb837ab851a931593c5d8e7395518ad6ffbc155d763c2ffb975
results/final_all_methods_20260715/resource_utilization.csv,2819,21fc5147f90c9ed40c9ac19a2cbe45c2c580e1008f24ae32f4d7333574adb040
results/final_all_methods_20260715/results_interpretation.md,795,96f91e99afdeb785d3abd5302805af2f8df9e216147d830f3106808478a62cd8
results/final_all_methods_20260715/statistical_comparison.csv,12464,c51b7d0b3849a5532c665f2b79352e54e2aa841f97c8ad585e1f21b666fc80ca
results/final_canonical_20260716/fixed_replay/branching_split_summary.json,260,d4a4c054b1954c2a9a0d4fbf6534826271265675ce85a50d9ae2d9ba3023a919
results/final_canonical_20260716/fixed_replay/failures.csv,30,68474e7432ab2e823e5a2f16fb5fecdf32111975f65ad61342efc7246833ec22
results/final_canonical_20260716/fixed_replay/final_strategy_diagnostics.csv,28786,76f95891fe73d7a17318662f6f64c2f3c473584ed358d7ac87d82d5c30800be6
results/final_canonical_20260716/fixed_replay/fixed_replay_aggregated_metrics.csv,17682,64a066a61c67f583ffe299aefbeab0a4e844ded88fb82164a53b5871cda0aa65
results/final_canonical_20260716/fixed_replay/fixed_replay_case_completion.csv,1581,175b50dab5ae3473f6fb53caa5ebb49af5760dda8dbf1e29dcf24cdca8e4ae75
results/final_canonical_20260716/fixed_replay/fixed_replay_config.json,1138,37513cab56bbe6913adbc54d32fea783e11983cc0e520a8186a75d1377e7a26c
results/final_canonical_20260716/fixed_replay/fixed_replay_raw_metrics.csv,19654,4d321fe4020af478183478e974ffbcfb405f260e470aa4371439e7973ec1857f
results/final_canonical_20260716/fixed_replay/fixed_replay_report_table.csv,887,88794ea3d0d8dc88dea62a4f2af685a7af4b3fc5915c1b34ddc59f5415df6a17
results/final_canonical_20260716/fixed_replay/fixed_replay_resource_metrics.csv,3838,1da870baee5145ba0705a8bfb6b1855e16b113f05e56608ad144e3c4e0d97647
results/final_canonical_20260716/fixed_replay/method_inventory.csv,3350,4a69bae84a4ddc43927b4641b58d7abaeaf0751ac9b7e35306a79f1c880eaa9c
results/final_canonical_20260716/fixed_replay/parksong_processing_time_estimates_summary.json,580,2892e69deac835dd83b54c02d70a2748c06359b54f3a62793d4a0ae750c5c61a
results/final_canonical_20260716/fixed_replay/parksong_reservation_diagnostics.csv,2388,f0f7701abca4fc7645750edc186459026263d61c3c1a8af6a8167215600fadb2
results/final_canonical_20260716/fixed_replay/processing_time_coverage.csv,2619,d05c43cab8c638abe2022a21744ad6559b76f6d89a5033228bb1ad64d94aa964
results/final_canonical_20260716/fixed_replay/resource_pressure_diagnostics.csv,3734,4394c042faa58c5d7b7d243657d8c2a16f6632c781dc6eed518ede43d63ef0a5
results/final_canonical_20260716/generative/fixed_vs_generative.md,471,105ab9e0d65880584f9400619fd0e2025099297e1710b285a4da82c861df652e
results/final_canonical_20260716/generative/generative_config.json,1888,b698bae5086ad59eaa4e779d45a10580ce7191bc45e1c36dea8ab679ee5cad7b
results/final_canonical_20260716/generative/generative_integration_smoke.json,15748,bfe872728d73531829f56cf16f0d07295e42bae7a64f9cc5deaaeb4b77529f4c
results/final_canonical_20260716/generative/generative_method_diagnostics.csv,1178,a583c97915e95dbf245d8292d55bf49ca55c71a84bdeab95430009279953380b
results/final_canonical_20260716/generative/generative_runs.csv,4251,8d54fc0584246794d00923c032e5c26e4e5ab4660a9e5957900f9b13b189953e
results/final_canonical_20260716/generative/generative_summary.csv,684,e5f5e31c3874f3e6571f37f5c683621e0dffa233d8a380a34c1b0d9aa3c7da89
results/final_canonical_20260716/reproducibility.md,3144,fc320e6f1d846eaaedcc2c954b419c9d979ad539834a6c43136fbaf7a023b1a7
results/final_canonical_20260716/reproducibility_manifest.json,9925,e4a3f9b418120d98b890e8d49d1f96ad1c7252d0574d1b44bef3e31c25617d25
results/final_canonical_branching_corrected_20260717/README.md,2695,029bcada31ace70294ec7e6b070b683e9c81dd68860c6478466c281fbfa92690
results/final_canonical_branching_corrected_20260717/fixed_replay/branching_split_summary.json,273,ce74467ea3caea71cf53022a7b3b43ebec0545d1a9bcca5bf58387978fd8388f
results/final_canonical_branching_corrected_20260717/fixed_replay/failures.csv,30,68474e7432ab2e823e5a2f16fb5fecdf32111975f65ad61342efc7246833ec22
results/final_canonical_branching_corrected_20260717/fixed_replay/final_aggregated_metrics.csv,17902,5e6e23ccb0807ce93fe72fc30192e798c2083090061acb56fb7d17314e815d30
results/final_canonical_branching_corrected_20260717/fixed_replay/final_appendix_table.csv,17770,9bc7278d2384971c165dab8dc05f45ab9b308f7c7798385ad8c509f25f4ebd5c
results/final_canonical_branching_corrected_20260717/fixed_replay/final_artifact_hashes.json,3737,f88ed4690f1576d0ba58d4c9843a9f8213490e192c386415ed53f13850f24389
results/final_canonical_branching_corrected_20260717/fixed_replay/final_case_classification.csv,1576,d9063c6a76aa5abd29ce30330b6cb36b60a71c8992bdede3ac7bb02c7db21a49
results/final_canonical_branching_corrected_20260717/fixed_replay/final_case_completion.csv,1576,d9063c6a76aa5abd29ce30330b6cb36b60a71c8992bdede3ac7bb02c7db21a49
results/final_canonical_branching_corrected_20260717/fixed_replay/final_environment.json,6255,55ed572e203b8df7749057e655f8a5e907af1c7054f95ed0b6d9438bc5476f74
results/final_canonical_branching_corrected_20260717/fixed_replay/final_evaluation_report.md,37934,6fe6daf5f17d9a3ad5032862794084e8be1ec903278326c716ff427256438ec5
results/final_canonical_branching_corrected_20260717/fixed_replay/final_failures.csv,30,68474e7432ab2e823e5a2f16fb5fecdf32111975f65ad61342efc7246833ec22
results/final_canonical_branching_corrected_20260717/fixed_replay/final_method_inventory.csv,3350,4a69bae84a4ddc43927b4641b58d7abaeaf0751ac9b7e35306a79f1c880eaa9c
results/final_canonical_branching_corrected_20260717/fixed_replay/final_paired_comparisons.csv,2554,be57265c07ecb11e412308070407b99e15aef4c017f5551bfa171206202a10a3
results/final_canonical_branching_corrected_20260717/fixed_replay/final_raw_metrics.csv,19615,ca38d8c8273ee3b476265644d4f20f38f628374a92d35631eb8dc078749be117
results/final_canonical_branching_corrected_20260717/fixed_replay/final_report_table.csv,900,e8ac421cdabb1f347a9b4a239a05beb35227e12ac4528116271f69663849798c
results/final_canonical_branching_corrected_20260717/fixed_replay/final_resource_metrics.csv,3835,628a9fd72df031dd5f4e333de681b4ab7de04d2ff5425fd9e5efb632df96e698
results/final_canonical_branching_corrected_20260717/fixed_replay/final_route_ids.csv,4481,bae638664681a94ce7ce4f84ed38c11f9b02cb288911ff5a4ea340aac1356deb
results/final_canonical_branching_corrected_20260717/fixed_replay/final_run_config.json,1151,2472cda6d19968905d25f04d10c54c275628f8e980eb9ba7296c6a367a245bb9
results/final_canonical_branching_corrected_20260717/fixed_replay/final_strategy_diagnostics.csv,28718,acf43d5cb188254a7b91a355ea63d0a3ff05c5c575750c3c0208a849ca4c9dae
results/final_canonical_branching_corrected_20260717/fixed_replay/final_workload_summary.json,7882,c5e3188e655e09fda94ab8219cb1bebb8cbb299d527463ad25c6da79c79190b4
results/final_canonical_branching_corrected_20260717/fixed_replay/fixed_replay_aggregated_metrics.csv,17902,5e6e23ccb0807ce93fe72fc30192e798c2083090061acb56fb7d17314e815d30
results/final_canonical_branching_corrected_20260717/fixed_replay/fixed_replay_case_completion.csv,1576,d9063c6a76aa5abd29ce30330b6cb36b60a71c8992bdede3ac7bb02c7db21a49
results/final_canonical_branching_corrected_20260717/fixed_replay/fixed_replay_config.json,1151,2472cda6d19968905d25f04d10c54c275628f8e980eb9ba7296c6a367a245bb9
results/final_canonical_branching_corrected_20260717/fixed_replay/fixed_replay_method_diagnostics.csv,28718,acf43d5cb188254a7b91a355ea63d0a3ff05c5c575750c3c0208a849ca4c9dae
results/final_canonical_branching_corrected_20260717/fixed_replay/fixed_replay_raw_metrics.csv,19599,92430281cc6019035fac7a58396658c5367d7184bc8aecf0a7faff3d44df15b0
results/final_canonical_branching_corrected_20260717/fixed_replay/fixed_replay_report_table.csv,900,e8ac421cdabb1f347a9b4a239a05beb35227e12ac4528116271f69663849798c
results/final_canonical_branching_corrected_20260717/fixed_replay/fixed_replay_resource_metrics.csv,3835,628a9fd72df031dd5f4e333de681b4ab7de04d2ff5425fd9e5efb632df96e698
results/final_canonical_branching_corrected_20260717/fixed_replay/fixed_route_workload_summary.json,7882,c5e3188e655e09fda94ab8219cb1bebb8cbb299d527463ad25c6da79c79190b4
results/final_canonical_branching_corrected_20260717/fixed_replay/joao_aggregated_metrics.csv,17902,5e6e23ccb0807ce93fe72fc30192e798c2083090061acb56fb7d17314e815d30
results/final_canonical_branching_corrected_20260717/fixed_replay/joao_case_classification.csv,1576,d9063c6a76aa5abd29ce30330b6cb36b60a71c8992bdede3ac7bb02c7db21a49
results/final_canonical_branching_corrected_20260717/fixed_replay/joao_failures.csv,30,68474e7432ab2e823e5a2f16fb5fecdf32111975f65ad61342efc7246833ec22
results/final_canonical_branching_corrected_20260717/fixed_replay/joao_final_readiness.md,37934,6fe6daf5f17d9a3ad5032862794084e8be1ec903278326c716ff427256438ec5
results/final_canonical_branching_corrected_20260717/fixed_replay/joao_method_artifact_hashes.json,3737,f88ed4690f1576d0ba58d4c9843a9f8213490e192c386415ed53f13850f24389
results/final_canonical_branching_corrected_20260717/fixed_replay/joao_method_environment.json,6255,55ed572e203b8df7749057e655f8a5e907af1c7054f95ed0b6d9438bc5476f74
results/final_canonical_branching_corrected_20260717/fixed_replay/joao_method_run_config.json,1151,2472cda6d19968905d25f04d10c54c275628f8e980eb9ba7296c6a367a245bb9
results/final_canonical_branching_corrected_20260717/fixed_replay/joao_raw_metrics.csv,19599,92430281cc6019035fac7a58396658c5367d7184bc8aecf0a7faff3d44df15b0
results/final_canonical_branching_corrected_20260717/fixed_replay/joao_resource_metrics.csv,3835,628a9fd72df031dd5f4e333de681b4ab7de04d2ff5425fd9e5efb632df96e698
results/final_canonical_branching_corrected_20260717/fixed_replay/joao_strategy_diagnostics.csv,28718,acf43d5cb188254a7b91a355ea63d0a3ff05c5c575750c3c0208a849ca4c9dae
results/final_canonical_branching_corrected_20260717/fixed_replay/method_inventory.csv,3350,4a69bae84a4ddc43927b4641b58d7abaeaf0751ac9b7e35306a79f1c880eaa9c
results/final_canonical_branching_corrected_20260717/fixed_replay/parksong_processing_time_estimates_summary.json,580,2892e69deac835dd83b54c02d70a2748c06359b54f3a62793d4a0ae750c5c61a
results/final_canonical_branching_corrected_20260717/fixed_replay/parksong_reservation_diagnostics.csv,2380,edb5311dfb79765818738afbf752148767c8c60dd27ba0244504f1969f80ba32
results/final_canonical_branching_corrected_20260717/fixed_replay/processing_time_coverage.csv,2632,ed001bbb57c1aabfa8f4bf5623fa4d02c9af26f8aa66e294ddd72a09fb3f3762
results/final_canonical_branching_corrected_20260717/fixed_replay/resource_pressure_diagnostics.csv,3731,fc13aacb1485e434b07ba31171bb240ffbc3ac0aa0c0050c41dce6a6a31ac2b9
results/final_canonical_branching_corrected_20260717/fixed_replay/resource_utilization.csv,3835,628a9fd72df031dd5f4e333de681b4ab7de04d2ff5425fd9e5efb632df96e698
results/final_canonical_branching_corrected_20260717/fixed_replay/statistical_comparison.csv,2554,be57265c07ecb11e412308070407b99e15aef4c017f5551bfa171206202a10a3
results/final_canonical_branching_corrected_20260717/fixed_replay_old_vs_corrected.csv,2955,c34cef95e38a30cab13a3af474fc112093ce9e53b1bc11e7a8cbfc583d6ac13d
results/final_canonical_branching_corrected_20260717/fixed_replay_old_vs_corrected.md,969,8a80a042475e6fc6ebb424212cafbdfc12ff85adc90ab4d30dc85e466213b101
results/parksong_calibration_20260716/preset_normalized_no_show/final_evaluation_report.md,11790,61c5c6cb6fc8f06676c07af193befb8c68beca61c98f11d4fd8ee3f36e3c8369
results/parksong_calibration_20260716/preset_normalized_no_show/final_raw_metrics.csv,4355,02b863ff7e5ddab13669c6f2c109ef2c17a27a0c44f36a79bab7f00b0886aad5
results/parksong_calibration_20260716/preset_normalized_no_show/final_report_table.csv,262,807acc414d612ce28c2f136822bca8989d5231469b84383e9ba708d84fbb6e4c
results/parksong_calibration_20260716/preset_normalized_no_show/final_run_config.json,956,b73a676dd2705e67c42ae27ac0db25d3af5f211758a79eb0450d0efc830bad9b
results/parksong_calibration_20260716/preset_normalized_no_show/final_strategy_diagnostics.csv,10145,906f90095fb2622284cccb933e94d5e304eef0be0c688245aec75184265083a7
results/parksong_calibration_20260716/preset_normalized_no_show/parksong_processing_time_estimates_summary.json,580,2892e69deac835dd83b54c02d70a2748c06359b54f3a62793d4a0ae750c5c61a
